City_Name,Year_T,Unempl_Rate,Prop_in_Sec_Ind,Pop_Density,GRP,GRP_Growth,Prop_of_Sci_Exp,Prop_of_Edu_Exp,Num_of_School,Avg_Income,Net_Flow_T+1
Benxi,2006,0.077,0.597,185.69,4003426,0.161,0.003,0.151,1,19269.71,-0.0012
Dandong,2006,0.045,0.389,161.36,3853331,0.161,0.007,0.171,2,16257.57,0.0004
Jinzhou,2006,0.075,0.358,305.81,4602450,0.162,0.004,0.116,6,15282.47,-0.0007
Yingkou,2006,0.062,0.367,427.77,4572440,0.188,0.002,0.124,2,16301.99,0.0034
Fuxin,2006,0.048,0.469,186.35,1586389,0.111,0.001,0.106,2,14702.37,-0.001
Xuzhou,2006,0.03,0.41,830.28,14288000,0.151,0.003,0.188,7,21896.83,0.0099
Liaoyang,2006,0.047,0.537,384.88,3930333,0.16,0.003,0.112,2,17433.48,0.0017
Tieling,2006,0.053,0.422,234.62,3239324,0.201,0.005,0.166,2,16544.67,-0.0011
Chaoyang,2006,0.064,0.394,172.64,2540231,0.18,0.002,0.166,1,15516.73,-0.005
Huludao,2006,0.065,0.528,264.69,3481105,0.141,0.001,0.102,1,15287.01,0.006
Changchun,2006,0.054,0.41,359.37,17411922,0.151,0.002,0.134,28,19954.25,0.0027
Jilin,2006,0.031,0.433,158.72,7288301,0.127,0.003,0.154,8,17209.08,0.001
Siping,2006,0.115,0.269,235.29,3801684,0.141,0.003,0.169,3,9577.18,0.0041
Panjin,2006,0.014,0.35,312.16,5091464,0.061,0.002,0.115,1,14694.79,0.0058
Weihai,2006,0.012,0.648,490,13685270,0.159,0.001,0.136,5,18165.92,0.0053
Laiwu,2006,0.029,0.666,563,2919800,0.162,0.002,0.177,2,21001.57,0.0024
Guiyang,2006,0.036,0.493,493.73,6028845,0.147,0.003,0.135,15,18522.17,0.0093
Ya'an,2006,0.026,0.314,98.1,1489092,0.128,0.004,0.122,3,14768.27,0.0005
Dazhou,2006,0.031,0.353,343,4003974,0.128,0.002,0.168,3,14096.89,-0.0053
Guang'an,2006,0.068,0.227,593,2811095,0.13,0.001,0.185,1,14649.36,0.0051
Yibin,2006,0.04,0.528,335.4,4280679,0.136,0.002,0.161,2,15568.94,0.0035
Meishan,2006,0.053,0.369,423.4,2808286,0.136,0.002,0.161,2,14174.68,0.0147
Nanchong,2006,0.044,0.348,493.5,3964607,0.136,0.002,0.197,4,12831.38,0.0056
Leshan,2006,0.029,0.543,261.9,3664350,0.145,0.003,0.161,1,13630.13,0.0033
Neijiang,2006,0.056,0.555,736.3,3012878,0.147,0.002,0.163,2,14125.31,-0.003
Suining,2006,0.057,0.536,669.6,2409397,0.136,0.002,0.183,1,13217.11,0.0098
Guangyuan,2006,0.055,0.328,167.5,1664814,0.128,0.002,0.182,1,13638.99,-0.0003
Mianyang,2006,0.062,0.471,243.5,5608402,0.139,0.002,0.12,11,16566.14,0.0052
Deyang,2006,0.032,0.516,613.7,5392036,0.14,0.002,0.126,7,22067.09,0.0037
Luzhou,2006,0.053,0.481,345.9,3311151,0.136,0.002,0.162,4,15405.45,0.0011
Panzhihua,2006,0.053,0.697,153.1,2900717,0.147,0.005,0.1,2,21428.35,0.0034
Zigong,2006,0.063,0.491,632.1,3199990,0.148,0.004,0.14,2,15633.35,0.001
Chengdu,2006,0.028,0.491,1007.7,27504776,0.138,0.003,0.109,40,22563.41,0.0084
Chongqing,2006,0.029,0.474,390.06,34915700,0.122,0.002,0.132,38,19215.29,0.0027
Sanya,2006,0.011,0.132,273.73,1092608,0.145,0.002,0.158,4,18490.47,0.0136
Rizhao,2006,0.044,0.459,531.83,5058700,0.169,0.003,0.178,2,15934,0.0015
Chongzuo,2006,0.027,0.286,134.4,1940282,0.171,0.002,0.199,2,118685.29,0.0088
Laibin,2006,0.023,0.269,184.64,2034565,0.139,0.002,0.241,1,18243.66,0.0007
Hechi,2006,0.037,0.288,116.14,2488920,0.141,0.003,0.244,1,16067.84,0.0113
Hezhou,2006,0.036,0.223,180.94,1896526,0.133,0.001,0.188,1,14773.03,0.0051
Baise,2006,0.061,0.294,104.64,2972745,0.15,0.001,0.225,3,16310.54,0.0087
Qinzhou,2006,0.041,0.25,321.46,2450725,0.153,0.001,0.232,1,12920.29,0.006
Beihai,2006,0.033,0.255,455.68,1996407,0.129,0.001,0.167,4,15095.79,0.0147
Wuzhou,2006,0.044,0.35,244.85,2704162,0.146,0.001,0.223,1,15264.02,-0.0018
Anshun,2006,0.084,0.284,287.03,1237372,0.137,0.002,0.203,2,16046.25,0.0168
Kunming,2006,0.024,0.399,285.1,12072855,0.123,0.003,0.139,32,20811.5,0.0029
Qujing,2006,0.057,0.363,190.9,5368252,0.155,0.001,0.236,2,19671.39,0.0024
Guyuan,2006,0.03,0.133,134,519279,0.118,0.003,0.235,1,16463.15,0.003
Wuzhong,2006,0.045,0.314,62.6,1196379,0.141,0.002,0.185,1,19316.94,0.0082
Shizuishan,2006,0.046,0.51,137.5,1297701,0.138,0.003,0.123,2,18998.87,-0.0007
Yinchuan,2006,0.033,0.508,157.78,3352918,0.134,0.002,0.132,11,23226.52,0.0188
Xining,2006,0.039,0.374,277.53,2816093,0.145,0.002,0.185,8,21028.73,0.0048
Longnan,2006,0.039,0.226,98.2,934900,0.126,0.003,0.255,1,14685.88,-0.0001
Dingxi,2006,0.037,0.203,144.13,807964,0.097,0.003,0.273,1,14334.6,0.0044
Qingyang,2006,0.052,0.176,92.86,1715456,0.121,0.002,0.213,1,13923.6,0.0056
Pingliang,2006,0.045,0.346,201.86,1255928,0.12,0.003,0.242,1,15027.27,-0.0017
Zhangye,2006,0.034,0.263,30.33,1267042,0.12,0.004,0.181,2,13724.63,0.0058
Wuwei,2006,0.032,0.187,56.33,1616223,0.123,0.001,0.255,1,12971.71,0.0027
Guilin,2006,0.041,0.327,180,6070178,0.122,0.003,0.221,8,17613.4,0.0033
Tianshui,2006,0.034,0.349,245.38,1663925,0.107,0.001,0.217,3,137085.58,0.0001
Shangluo,2006,0.029,0.235,125.82,1141600,0.105,0.004,0.322,1,11248.82,0.0008
Ankang,2006,0.047,0.171,126.29,1572362,0.103,0.003,0.268,3,13479.26,0.0027
Hanzhong,2006,0.033,0.367,138.96,2467900,0.108,0.002,0.253,1,13956.11,0.0002
Yan'an,2006,0.034,0.342,58.07,4531110,0.162,0.002,0.134,1,18404.2,0.0121
Xianyang,2006,0.038,0.437,490.08,4839650,0.126,0.002,0.276,14,12897.51,0.0062
Baoji,2006,0.031,0.474,204.59,4769300,0.13,0.004,0.219,2,14979.11,0.0061
Tongchuan,2006,0.101,0.581,293.37,836310,0.15,0.002,0.19,1,15234.95,-0.0008
Xi'an,2006,0.044,0.444,745.06,14736800,0.131,0.002,0.141,47,20475.73,0.0092
Lincang,2006,0.046,0.268,96.7,1141738,0.122,0.003,0.214,1,16217.62,0.0048
Pu'er,2006,0.043,0.289,56.7,1246806,0.118,0.003,0.215,2,15929.23,0.0091
Lijiang,2006,0.031,0.116,57.2,701749,0.129,0.004,0.181,2,17969.87,0.0176
Zhaotong,2006,0.066,0.233,222.3,1956234,0.132,0.001,0.264,1,16218.67,0.0005
Baoshan,2006,0.037,0.282,124.7,1354865,0.134,0.003,0.214,2,16053.1,0.003
Yuxi,2006,0.009,0.293,146.9,4158666,0.112,0.003,0.202,2,20467.08,0.0024
Lanzhou,2006,0.028,0.492,239.69,6384705,0.12,0.004,0.176,18,19103.06,0.0104
Liuzhou,2006,0.055,0.461,193.65,6223355,0.152,0.002,0.153,7,23540.62,0
Yunfu,2006,0.028,0.502,301,2441995,0.138,0.005,0.235,1,15483.04,0.0013
Jingzhou,2006,0.062,0.365,711.29,4380700,0.092,0.002,0.208,9,11279.65,0.0029
Xiaogan,2006,0.03,0.526,972.83,4041503,0.131,0.003,0.215,2,10630.17,-0.0011
Jingmen,2006,0.032,0.387,300.74,3487304,0.113,0.001,0.171,2,12988.05,0.0094
Ezhou,2006,0.112,0.618,707.71,1683300,0.131,0.005,0.162,1,11501.32,0.0016
Xiangyang ,2006,0.054,0.403,588.86,6751838,0.12,0.003,0.208,3,11279.73,0.0009
Yichang,2006,0.039,0.536,289.48,6949100,0.122,0.002,0.165,2,12731.96,0.0023
Shiyan,2006,0.046,0.501,435.29,3381500,0.083,0.001,0.182,5,17313.6,0.0002
Huangshi,2006,0.06,0.635,2671.31,4010300,0.139,0.002,0.196,3,13821.08,-0.0025
Wuhan,2006,0.038,0.43,964.02,25907569,0.148,0.004,0.119,52,20632.82,0.0078
Zhumadian,2006,0.028,0.277,563.81,5719231,0.132,0.002,0.215,1,11032.05,0.0037
Nanning,2006,0.028,0.301,303.86,8701481,0.164,0.003,0.152,28,20651.91,0.0069
Shangqiu,2006,0.048,0.271,767,6509783,0.135,0.002,0.235,5,12349.36,0.0087
Nanyang,2006,0.033,0.398,406,12030522,0.137,0.002,0.174,4,13435.99,0.0079
Sanmenxia,2006,0.036,0.543,214.39,4121470,0.169,0.001,0.167,1,16572.92,0.0008
Huanggang,2006,0.04,0.276,1057.79,3911900,0.1,0.003,0.237,4,10295.18,-0.0023
Luohe,2006,0.018,0.521,972,3802783,0.153,0.003,0.145,2,11129.73,-0.0004
Puyang,2006,0.028,0.493,843,4562361,0.159,0.005,0.221,1,15744.07,0.0095
Jiaozuo,2006,0.044,0.536,843,6990957,0.158,0.002,0.129,3,14557,0.0028
Xinxiang,2006,0.038,0.428,680,6399858,0.147,0.001,0.167,6,11886.67,0.0054
Hebi,2006,0.023,0.599,662,2216682,0.177,0.004,0.161,1,13711.65,0.0128
Anyang,2006,0.03,0.552,724,6460021,0.158,0.002,0.2,2,15039.42,0.0027
Pingdingshan,2006,0.032,0.547,647,6754105,0.16,0.002,0.129,4,16449.62,0.0069
Luoyang,2006,0.039,0.455,425,13336460,0.157,0.001,0.121,4,16374.2,0.005
Kaifeng,2006,0.047,0.334,744,4752888,0.134,0.002,0.151,3,11398.27,0.0053
Zhengzhou,2006,0.031,0.465,882,20134777,0.16,0.002,0.13,39,18862.08,0.0119
Heze,2006,0.033,0.248,742.33,5396000,0.171,0.002,0.182,2,11870.9,0.0049
Binzhou,2006,0.027,0.65,405,8336700,0.175,0.002,0.155,3,15085.33,0.0003
Liaocheng,2006,0.049,0.412,657.28,8413300,0.173,0.004,0.172,3,14119.82,0.007
Dezhou,2006,0.027,0.455,538.67,10033800,0.164,0.004,0.158,4,12652.14,0.0019
Linyi,2006,0.029,0.416,594.82,14048600,0.163,0.003,0.196,2,15830.05,0.0003
Xuchang,2006,0.006,0.413,906,7185397,0.15,0.005,0.186,2,12072.45,0.0084
Xianning,2006,0.084,0.458,385.34,2341500,0.126,0.002,0.16,3,11134.81,0.0093
Xinyang,2006,0.026,0.306,406,5883499,0.138,0.002,0.252,3,12447.84,0.007
Changsha,2006,0.037,0.421,533.89,17989572,0.148,0.002,0.1,45,24616.58,0.0059
Chaozhou,2006,0.028,0.413,815,3300161,0.13,0.005,0.227,1,14413.69,0.0062
Zhongshan,2006,0.007,0.645,1385,10363164,0.168,0.004,0.2,5,24953.25,0.0166
Suizhou,2006,0.027,0.399,228.44,2183300,0.121,0.002,0.231,1,11099.27,0.0051
Qingyuan,2006,0.021,0.51,189,4322273,0.299,0.004,0.244,1,20290.55,0.0075
Yangjiang,2006,0.134,0.392,299,3393210,0.138,0.003,0.201,1,15312.4,0.003
Shanwei,2006,0.049,0.321,533,2475548,0.157,0.002,0.243,1,14940.86,0.0054
Meizhou,2006,0.073,0.299,259,3492438,0.098,0.003,0.231,1,15787.02,-0.0001
Huizhou,2006,0.012,0.749,337,9349604,0.166,0.004,0.17,1,17463.95,0.015
Zhaoqing,2006,0.027,0.449,249,5160945,0.145,0.005,0.19,4,18415.3,0.0015
Maoming,2006,0.042,0.305,517,9231302,0.139,0.002,0.262,2,17150.43,0.0066
Jiangmen,2006,0.074,0.576,431,9418767,0.156,0.008,0.193,2,16658.71,0.0014
Foshan,2006,0.015,0.533,1522,29281591,0.193,0.012,0.176,3,25190.69,0.0045
Shantou,2006,0.024,0.39,2408.3995,7373823,0.116,0.004,0.222,1,18954.16,0.0059
Dongguan,2006,0.012,0.41,2738,26265085,0.192,0.003,0.165,4,31134.02,0.0116
Shaoguan,2006,0.051,0.479,159,4005559,0.147,0.002,0.185,4,20033.73,-0.0016
Zhuzhou,2006,0.034,0.55,334.66,6052653,0.123,0.002,0.141,9,18770.99,0.0022
Xiangtan,2006,0.046,0.61,581.54,4220780,0.132,0.002,0.114,6,16508.73,0.001
Hengyang,2006,0.043,0.432,474.53,6720697,0.123,0.002,0.157,5,15556.75,-0.0006
Shaoyang,2006,0.054,0.369,358.32,4095117,0.114,0.001,0.176,3,13479.67,-0.0011
Yueyang,2006,0.06,0.354,357.06,7334020,0.124,0.002,0.16,3,15460.48,0.0035
Changde,2006,0.047,0.425,334.11,7238368,0.121,0.002,0.147,4,15980.89,0.0036
Zhanjiang,2006,0.04,0.326,537,7701767,0.129,0.002,0.221,3,16947.2,0.0035
Yiyang,2006,0.068,0.33,381.26,3362102,0.12,0.002,0.199,3,15148.37,0.0009
Chenzhou,2006,0.042,0.324,238.82,5462338,0.083,0.002,0.173,2,17211.59,0.0021
Yongzhou,2006,0.061,0.3,257.34,4145477,0.118,0.002,0.196,3,15620.88,-0.0009
Huaihua,2006,0.067,0.278,181,3339081,0.116,0.001,0.167,3,15429.43,-0.0007
Loudi,2006,0.048,0.448,507.63,3591162,0.125,0.002,0.155,1,16323.98,0.0027
Zhangjiajie,2006,0.02,0.211,169.66,1275435,0.121,0.002,0.163,2,16440.19,-0.0006
Guangzhou,2006,0.016,0.439,1312,60738277,0.148,0.005,0.103,60,36769.58,0.0131
Tianshui,2007,0.031,0.344,247.06,1962073,0.118,0.009,0.23,3,15615.94,0
Lanzhou,2007,0.026,0.494,244,7327581,0.125,0.016,0.218,18,21018.89,0.0031
Shangluo,2007,0.028,0.26,126.08,1357980,0.124,0.005,0.303,1,14435.57,-0.0043
Ankang,2007,0.043,0.17,127.53,1873700,0.124,0.007,0.275,1,18581.49,0.0019
Hanzhong,2007,0.048,0.359,139.19,2910899,0.128,0.007,0.246,1,17964.75,0.0002
Yan'an,2007,0.032,0.364,59.28,6100780,0.146,0.01,0.168,1,23141.96,0.0108
Xianyang,2007,0.04,0.434,497.1,5858860,0.132,0.007,0.267,14,17156.81,0.0036
Baoji,2007,0.038,0.469,207.45,5817500,0.147,0.012,0.251,3,19520.36,-0.0031
Yulin,2007,0.049,0.229,81.83,6723120,0.201,0.011,0.239,2,21732.98,-0.0189
Zhangye,2007,0.033,0.26,30.7,1466371,0.115,0.01,0.182,2,16378.27,0.0009
Qingyang,2007,0.054,0.125,94.38,2008175,0.133,0.007,0.223,1,17452.07,0.0005
Dingxi,2007,0.034,0.198,145.66,1001031,0.1,0.009,0.256,1,17976.23,0.0001
Longnan,2007,0.063,0.215,98.78,1118061,0.121,0.006,0.222,1,17309.07,0
Xining,2007,0.038,0.394,280.97,3424581,0.153,0.018,0.197,8,23333.32,0.0047
Yinchuan,2007,0.022,0.482,155.72,4086009,0.14,0.01,0.195,11,28604.22,0.0147
Wuzhong,2007,0.043,0.319,64.15,1388272,0.12,0.006,0.232,1,23938.71,0.0184
Urumqi,2007,0.024,0.362,162.7,8202800,0.15,0.014,0.19,13,29110.18,0.0151
Tongchuan,2007,0.064,0.56,218.6,1022700,0.153,0.005,0.196,1,18965.14,0.0001
Pingliang,2007,0.039,0.308,203.07,1478204,0.125,0.007,0.236,1,21710.67,-0.0028
Shizuishan,2007,0.049,0.496,140.82,1693068,0.148,0.004,0.234,2,22931,0.0017
Xi'an,2007,0.042,0.463,756.08,17637300,0.147,0.015,0.16,48,25013.8,0.0052
Hefei,2007,0.035,0.406,681.32,13346102,0.181,0.014,0.111,41,25873.7,0.0095
Lishui,2007,0.011,0.297,146.83,4338900,0.159,0.023,0.225,3,31445.31,0.0006
Taizhou,2007,0.025,0.541,605.03,17218413,0.145,0.026,0.262,4,33363.23,0.0028
Zhoushan,2007,0.035,0.388,671.46,4083700,0.17,0.026,0.145,3,33424.82,0.0017
Quzhou,2007,0.029,0.419,280.21,4785000,0.165,0.024,0.245,1,32908.9,0.001
Jinhua,2007,0.018,0.466,419.7,14656700,0.148,0.038,0.256,8,28852.82,0.0017
Shaoxing,2007,0.023,0.737,528.39,19720520,0.143,0.04,0.23,5,29953.85,0.0017
Huzhou,2007,0.02,0.619,443.11,8920238,0.144,0.034,0.223,3,28504.53,0.0025
Jiaxing,2007,0.026,0.735,860,15853145,0.145,0.039,0.244,4,26004.19,0.0042
Wenzhou,2007,0.017,0.686,648.82,21589093,0.143,0.024,0.265,6,25994.64,0.0013
Ningbo,2007,0.024,0.636,575.14,34350042,0.149,0.041,0.159,15,32924.48,0.0041
Hangzhou,2007,0.021,0.536,405.13,41001722,0.146,0.036,0.187,36,36496.85,0.0051
Suqian,2007,0.023,0.326,621.31,5420000,0.153,0.012,0.287,1,16850.52,-0.0002
Taizhou,2007,0.025,0.468,864,12018200,0.157,0.02,0.214,3,21267.18,-0.0016
Zhenjiang,2007,0.023,0.539,699,12066865,0.155,0.022,0.191,5,27025.88,0.0008
Yangzhou,2007,0.028,0.542,692.27,13118900,0.157,0.024,0.209,5,24284.03,0
Yancheng,2007,0.023,0.446,477.13,13712600,0.15,0.019,0.266,5,18849.05,-0.0023
Huai'an,2007,0.029,0.448,530.18,7652300,0.152,0.015,0.226,6,19840.2,-0.0011
Lianyungang,2007,0.031,0.381,643,6181800,0.151,0.016,0.23,3,21485.14,0.0073
Nantong,2007,0.03,0.564,958,21118800,0.162,0.029,0.228,6,25947.16,-0.0015
Suzhou,2007,0.016,0.742,736,57008500,0.16,0.029,0.146,18,31403.71,0.0076
Changzhou,2007,0.022,0.515,815.01,18812800,0.156,0.029,0.16,9,30412.82,0.0037
Xuzhou,2007,0.029,0.396,836,16795600,0.153,0.013,0.244,7,23710.89,0.0077
Wuxi,2007,0.029,0.562,964,38585400,0.153,0.023,0.166,11,34375.66,0.0053
Nanjing,2007,0.03,0.442,938,32837300,0.157,0.019,0.133,41,35907.2,0.0093
Shanghai,2007,0.041,0.436,3255,121888500,0.143,0.049,0.13,60,49311.11,0.0096
Suihua,2007,0.039,0.246,164.71,4472112,0.115,0.005,0.263,1,13348,-0.0054
Wuhu,2007,0.057,0.626,694.78,5823014,0.166,0.028,0.138,11,22964.72,-0.0004
Heihe,2007,0.21,0.116,25.31,1663188,0.115,0.007,0.195,1,16606.88,-0.0023
Bengbu,2007,0.058,0.321,596.89,4096988,0.135,0.006,0.167,4,19761.83,0
Maanshan,2007,0.032,0.634,755.16,5321000,0.178,0.017,0.096,4,31890.17,0.0034
Ganzhou,2007,0.022,0.383,223,7019653,0.135,0.005,0.197,7,16228.64,-0.0003
Yingtan,2007,0.067,0.292,310,2202019,0.14,0.01,0.152,1,16704.56,-0.0042
Jiujiang,2007,0.047,0.444,254.78,5925614,0.141,0.006,0.202,7,15872.51,-0.0009
Pingxiang,2007,0.011,0.474,482.87,3162760,0.139,0.006,0.156,1,18252.07,-0.0023
Jingdezhen,2007,0.042,0.524,296,2618517,0.145,0.009,0.198,3,16342.91,-0.0002
Nanchang,2007,0.034,0.449,619,13898920,0.154,0.017,0.144,46,23886.55,-0.004
Ningde,2007,0.041,0.271,249.28,4574559,0.166,0.009,0.231,1,18615.17,-0.0002
Longyan,2007,0.03,0.476,151.81,5534371,0.158,0.011,0.242,2,20571.35,-0.0002
Nanping,2007,0.057,0.42,116.56,4665770,0.15,0.015,0.232,4,19063.12,-0.0007
Zhangzhou,2007,0.026,0.559,359.75,8548082,0.151,0.012,0.186,6,18024.18,0.002
Quanzhou,2007,0.007,0.806,612.16,22837002,0.159,0.022,0.262,15,19913.29,-0.0007
Sanming,2007,0.034,0.421,116.86,5456879,0.155,0.016,0.255,3,21357.56,-0.0024
Putian,2007,0.018,0.682,753.24,5117039,0.165,0.017,0.366,3,18295.94,0.0024
Fuzhou,2007,0.024,0.579,517.15,19745818,0.151,0.017,0.219,35,23950.48,-0.0021
Xuancheng,2007,0.037,0.314,223.32,3326478,0.116,0.009,0.18,1,21548.95,0.0008
Chizhou,2007,0.036,0.304,191.03,1580091,0.152,0.005,0.161,2,18467.59,0.0007
Bozhou,2007,0.027,0.275,688.3,3355660,0.12,0.003,0.249,2,17118.75,0.0131
Lu'an,2007,0.089,0.304,386.91,4352900,0.153,0.004,0.246,3,17400.65,-0.0004
Suzhou,2007,0.04,0.362,630.6,4242700,0.116,0.006,0.356,3,18299.59,0.0057
Fuyang,2007,0.017,0.276,996.72,4537578,0.128,0.004,0.273,3,17575.86,0.0047
Chuzhou,2007,0.025,0.347,328.3,4355544,0.132,0.007,0.2,4,17751.63,0.001
Huangshan,2007,0.035,0.248,150.89,2132317,0.125,0.013,0.132,1,21740.59,-0.0005
Anqing,2007,0.057,0.223,398.87,5876612,0.134,0.004,0.242,3,19190.09,-0.0011
Tongling,2007,0.05,0.639,661.73,2869000,0.151,0.018,0.141,3,23383.23,0.0001
Huaibei,2007,0.044,0.622,779.53,2671818,0.121,0.008,0.211,3,25325.6,0.0011
Huainan,2007,0.04,0.632,926.19,3442294,0.12,0.01,0.181,5,31367.54,-0.0013
Mudanjiang,2007,0.036,0.322,66.49,4169660,0.139,0.01,0.19,7,16902.6,-0.0025
Qitaihe,2007,0.028,0.693,143.88,1351595,0.149,0.005,0.206,1,16530.83,0.0033
Jiamusi,2007,0.04,0.223,76.61,3368924,0.143,0.005,0.196,2,14906.42,-0.0006
Wuhai,2007,0.039,0.659,271.95,1900400,0.184,0.01,0.132,1,22378.73,0.0074
Baotou,2007,0.035,0.505,77.28,12771982,0.199,0.015,0.131,8,26870.09,0.0089
Hohhot,2007,0.039,0.297,128.22,11011331,0.181,0.007,0.148,19,26734.88,0.007
Lvliang,2007,0.009,0.394,174.25,5076745,0.161,0.005,0.247,2,19581.72,0.0072
Linfen,2007,0.021,0.371,210.56,6580869,0.103,0.008,0.192,4,18729.81,0.0039
Xinzhou,2007,0.023,0.273,119.37,2572845,0.155,0.007,0.202,2,14709.15,0.0045
Yuncheng,2007,0.011,0.394,356.07,6195053,0.136,0.007,0.227,3,16238.26,-0.0014
Jinzhong,2007,0.014,0.501,191.34,4701976,0.147,0.008,0.174,5,17444.7,0.0023
Jincheng,2007,0.019,0.539,235.99,4199561,0.16,0.013,0.201,2,26401.46,-0.0048
Changzhi,2007,0.023,0.539,233.02,5506252,0.143,0.012,0.233,4,21914.19,0.0034
Yangquan,2007,0.028,0.636,280.61,2732413,0.106,0.013,0.213,1,25186.36,0.0026
Datong,2007,0.074,0.485,219.03,4908465,0.153,0.008,0.21,1,22449.72,0.0003
Taiyuan,2007,0.039,0.506,510.28,12549447,0.164,0.022,0.128,34,24687.99,0.0076
Hengshui,2007,0.017,0.273,484.61,5583839,0.036,0.007,0.235,2,15878.15,0.0021
Langfang,2007,0.019,0.301,625.07,8839313,0.15,0.016,0.212,9,22028.29,0.0065
Cangzhou,2007,0.024,0.393,498.26,14653827,0.137,0.008,0.266,5,20708.46,0.0042
Chengde,2007,0.057,0.349,92.77,5535406,0.164,0.009,0.246,4,18962.82,0.0017
Zhangjiakou,2007,0.05,0.383,123.99,5663192,0.122,0.005,0.182,3,18919.28,0.0006
Baoding,2007,0.038,0.416,545.78,13751799,0.117,0.005,0.222,11,17891.98,-0.0005
Xingtai,2007,0.033,0.337,556.37,8907487,0.13,0.007,0.241,4,18189.96,0.0048
Handan,2007,0.037,0.456,743.13,16081303,0.147,0.012,0.239,4,18215.11,0.0196
Qinhuangdao,2007,0.037,0.352,376.59,6835782,0.134,0.007,0.156,5,22832.27,0.0029
Tangshan,2007,0.047,0.512,537.9,27794190,0.15,0.015,0.186,8,23178.4,0.0025
Shijiazhuang,2007,0.026,0.401,602.63,23607230,0.132,0.019,0.247,32,19991.83,0.0036
Tianjin,2007,0.03,0.496,948,50504000,0.152,0.033,0.163,45,34938.22,0.0055
Lincang,2007,0.041,0.294,96.8,1357830,0.129,0.006,0.193,1,18269.34,0.0031
Chifeng,2007,0.045,0.368,49.94,5901361,0.2,0.004,0.218,2,18263.18,0.0018
Tongliao,2007,0.043,0.214,53.11,5861392,0.2,0.009,0.174,1,17196.43,-0.0053
Hulunbuir,2007,0.046,0.259,10.68,5050392,0.163,0.008,0.143,1,17716.73,0.0033
Bayannur,2007,0.04,0.288,28.3,3551474,0.173,0.005,0.133,1,16505.91,0.0078
Yichun,2007,0.059,0.284,38.95,1532188,0.115,0.01,0.12,1,9523.21,0.0007
Daqing,2007,0.025,0.549,128.83,18222781,0.105,0.012,0.224,4,29680.68,0.0073
Shuangyashan,2007,0.021,0.294,64.84,2064301,0.142,0.003,0.237,1,15933.92,0.0013
Hegang,2007,0.03,0.401,74.64,1535718,0.129,0.006,0.203,1,18558.44,0.0003
Qiqihar,2007,0.048,0.333,133.7,5560392,0.115,0.006,0.227,3,16503.8,-0.0009
Harbin,2007,0.034,0.456,186.05,24368044,0.135,0.027,0.194,37,22104.03,-0.0025
Baicheng,2007,0.041,0.16,78.82,2286120,0.189,0.01,0.211,2,13900.53,-0.0038
Songyuan,2007,0.046,0.447,133.38,6073494,0.203,0.003,0.215,1,23008.53,0.0031
Tonghua,2007,0.026,0.439,149.33,3536277,0.201,0.016,0.207,1,17334.75,0.0006
Liaoyuan,2007,0.062,0.434,240.12,2165000,0.206,0.004,0.202,2,17270.98,-0.0026
Siping,2007,0.094,0.299,237.89,4752497,0.208,0.003,0.185,3,15491.82,0.0013
Jilin,2007,0.033,0.436,159.54,10080128,0.184,0.008,0.224,8,23040.18,0.0093
Changchun,2007,0.055,0.402,362.62,20890859,0.177,0.012,0.179,26,24189.04,0.0014
Ji'an,2007,0.04,0.234,188,4060052,0.136,0.005,0.207,1,15324.97,-0.0006
Huludao,2007,0.058,0.536,267.59,4175255,0.15,0.004,0.141,1,18468.68,0.0014
Tieling,2007,0.046,0.41,235.29,4039664,0.199,0.01,0.185,2,19176.47,-0.0014
Panjin,2007,0.024,0.349,315.01,5628575,0.089,0.009,0.153,2,16873.29,0.0046
Liaoyang,2007,0.044,0.525,386.63,4677120,0.167,0.009,0.134,3,21463.16,-0.001
Fuxin,2007,0.059,0.473,186.45,1935087,0.162,0.003,0.135,2,18479.34,-0.0012
Yingkou,2007,0.037,0.366,430.38,5701071,0.213,0.005,0.137,2,20621.39,0.0026
Jinzhou,2007,0.059,0.333,306.01,5510889,0.152,0.009,0.145,6,18052.59,0.0013
Dandong,2007,0.07,0.389,161.54,4640241,0.162,0.01,0.18,3,18671.82,0.0001
Benxi,2007,0.069,0.592,185.44,4849215,0.145,0.01,0.176,1,22310.8,-0.0015
Fushun,2007,0.054,0.583,198.47,5472419,0.161,0.008,0.119,3,23992.41,-0.0014
Anshan,2007,0.065,0.538,378.57,13435436,0.163,0.012,0.125,2,25353.32,0.0007
Dalian,2007,0.022,0.517,459.83,31306789,0.174,0.035,0.116,21,28270.5,0.0077
Shenyang,2007,0.045,0.381,546.82,32211508,0.228,0.029,0.143,30,27372.49,0.0061
Ulanqab,2007,0.044,0.184,52.17,3440007,0.137,0.006,0.157,2,20229.1,0.0003
Chaoyang,2007,0.056,0.373,172.68,3342279,0.217,0.009,0.175,1,19862.22,-0.0026
Yichun,2007,0.033,0.386,290,5088563,0.136,0.004,0.203,2,15988.44,0.0012
Jixi,2007,0.034,0.452,84.82,2646464,0.122,0.006,0.281,1,16133.18,-0.0026
Shangrao,2007,0.037,0.319,283,5281238,0.134,0.006,0.219,3,15838.23,0.0036
Hechi,2007,0.045,0.296,118.48,3193089,0.167,0.007,0.236,1,19642.67,0.0112
Hezhou,2007,0.03,0.215,184.23,2392012,0.15,0.004,0.264,1,18235.07,0.005
